ID.P,STUDY.NO,ID.S,...4,AUTHOR,TITLE,STUDY.LOC.COUNTRY,STUDY.LOC.SPEC,STUDY.LOC.SPEC.COORDS,...10,CROP.SPECIES,CROP.GENUS.GROUP,CROP.SPECIES.GROUP,BROAD.CATEGORIES.CROP.SPECIES,CROP.OUTPUT.GROUP
97,NA,1,NA,"Pardon, P., Mertens, J., Reubens, B., Reheul, D., Coussement, T., Elsen, A., Nelissen, V. and Verheyen, K.","Juglans regia (walnut) in temperate arable agroforestry systems: Effects on soil characteristics, arthropod diversity and crop yield",Belgium,Tielt-Winge,Tielt-Winge,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
97,NA,1,NA,"Pardon, P., Mertens, J., Reubens, B., Reheul, D., Coussement, T., Elsen, A., Nelissen, V. and Verheyen, K.","Juglans regia (walnut) in temperate arable agroforestry systems: Effects on soil characteristics, arthropod diversity and crop yield",Belgium,Tielt-Winge,Tielt-Winge,NA,Triticum spp. x Secale spp.,Triticum,spp. x Secale spp.,NA,Cereals
97,NA,1,NA,"Pardon, P., Mertens, J., Reubens, B., Reheul, D., Coussement, T., Elsen, A., Nelissen, V. and Verheyen, K.","Juglans regia (walnut) in temperate arable agroforestry systems: Effects on soil characteristics, arthropod diversity and crop yield",Belgium,Tielt-Winge,Tielt-Winge,NA,Beta vulgaris,Beta,vulgaris,NA,Sugar crops
97,NA,1,NA,"Pardon, P., Mertens, J., Reubens, B., Reheul, D., Coussement, T., Elsen, A., Nelissen, V. and Verheyen, K.","Juglans regia (walnut) in temperate arable agroforestry systems: Effects on soil characteristics, arthropod diversity and crop yield",Belgium,Tielt-Winge,Tielt-Winge,NA,Zea mays,Zea,mays,NA,Cereals
98,44,11,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Vollezele,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
98,NA,11,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Vollezele,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
98,NA,11,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Vollezele,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
98,NA,12,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Lochristi,NA,Zea mays,Zea,mays,NA,Cereals
98,NA,12,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Lochristi,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
98,NA,14,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Haut-Ittre,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
98,NA,14,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Haut-Ittre,NA,Zea mays,Zea,mays,NA,Cereals
98,NA,15,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Haut-Ittre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
98,NA,16,NA,"Pardon, P., Reubens, B., Mertens, J., Verheyen, K., Frenne, P. d., Smet, G. d., Waes, C. v. and Reheul, D.",Effects of temperate agroforestry on yield and quality of different arable intercrops,Belgium,Several locations,Lochristi,NA,Zea mays,Zea,mays,NA,Cereals
99,45,1,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,2,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,1,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,2,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,1,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,2,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,2,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Sint Pieters Leeuw,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,3,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Haut-Ittre,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,4,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Maarkedal,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,5,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Tongeren,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,6,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Landen,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,8,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Geraardsbergen,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,9,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Herzele,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,10,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Steenhuize,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,11,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Ieper,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,12,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,13,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,13,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,14,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,12,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,13,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,14,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Lochristi,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Zea mays,Zea,mays,NA,Cereals
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Triticum aestivum,Triticum,aestivum,NA,Cereals
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Hordeum vulgare,Hordeum,vulgare,NA,Cereals
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Solanum tuberosum,Solanum,tuberosum,NA,Roots and tuber crops
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Lolium perenne,Lolium,perenne,NA,Forage crops
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Lolium multiflorum,Lolium,multiflorum,NA,Forage crops
99,NA,15,NA,"Pardon, P., Reubens, B., Reheul, D., Mertens, J., Frenne, P. d., Coussement, T., Janssens, P. and Verheyen, K.",Trees increase soil organic carbon and nutrient availability in temperate agroforestry systems,Belgium,Several locations,Vollezele,NA,Sinapsis alba,Sinapsis,alba,NA,Oil crops
101,46,1,NA,"Park, J., Newman, S. M. and Cousins, S. H.",The effect of poplar (P. trichocarpa x deltoides) on soil biological properties in a silvoarable system,UK,North Buckinghamshire,North Buckinghamshire,NA,Brassica napus subsp. napus,Brassica,napus subsp. napus,NA,Oil crops
