ID.P,ID.S,ES.GROUPS,SAF System Trait type,CROP.OUTPUT.GROUP
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Oil crops
164,3,Soil structure,Fruit - Arable,Cereals
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Soil structure,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Oil crops
164,3,Land equivalent ratio,Fruit - Arable,Cereals
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Land equivalent ratio,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Oil crops
164,3,Greenhouse gas emissions,Fruit - Arable,Cereals
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Greenhouse gas emissions,Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Oil crops
164,3,Food (yield),Fruit - Arable,Cereals
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Food (yield),Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Vegetable crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Oil crops
164,3,Feed,Fruit - Arable,Cereals
164,3,Feed,Fruit - Arable,Vegetable crops
