ID.P,name,value,INPUT.OUTPUT.ES,ES.CAT.GROUPS,FOCUS.GROUPS.BD.ES.CAT
164,Economic management related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
164,Economic market related,1,"NA",Povisioning ES,Socio-cultural and economic
164,Landscape aesthetics,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
164,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Perception of adoptation,1,"NA",Cultural ES,Socio-cultural and economic
164,Policy information,1,"NA",Cultural ES,Socio-cultural and economic
164,Agronomic category,1,"NA","NA","NA"
164,Environmental category,1,"NA","NA","NA"
164,Economic category,1,"NA","NA","NA"
164,Socio-cultural category,1,"NA","NA","NA"
164,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
164,Feed,1,OUTPUT.ES,Povisioning ES,Production
164,Fibre,0,OUTPUT.ES,Povisioning ES,Production
164,Fuel (firewood etc.),1,OUTPUT.ES,"NA",Production
164,Genetic resources,0,"NA",Povisioning ES,Production
164,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
164,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
164,Fresh water,0,"NA",Povisioning ES,Water
164,Air regulation,0,"NA",Regulating ES,Nat. process regulation
164,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
164,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
164,Water regulation,0,OUTPUT.ES,Regulating ES,Water
164,Nutrient leaching regulation,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
164,Erosion regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
164,Water purification,0,"NA",Regulating ES,Water
164,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
164,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
164,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
164,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
164,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
164,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
164,Primary production,1,"NA",Supporting ES,Production
164,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
164,Water cycling,0,INPUT.ES,Supporting ES,Water
164,Cultural diversity,1,"NA",Cultural ES,Socio-cultural and economic
164,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Knowledge systems,1,"NA",Cultural ES,Socio-cultural and economic
164,Educational value,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
164,Aesthetic value,1,"NA",Cultural ES,Socio-cultural and economic
164,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
164,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
164,Cultural heritage value,1,"NA",Cultural ES,Socio-cultural and economic
164,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Provisioning ES,1,"NA","NA","NA"
164,Regulating ES,1,"NA","NA","NA"
164,Supporting ES,1,"NA","NA","NA"
164,Cultural ES,1,"NA","NA","NA"
164,Ecosystem Services,1,"NA","NA","NA"
164,Food,1,OUTPUT.ES,Povisioning ES,Production
164,Biomass,0,OUTPUT.ES,Povisioning ES,Production
164,Land equivalent ratio,1,INPUT.ES,Povisioning ES,Production
164,Pests,0,"NA",Regulating ES,Disease and pest
164,Diseases,0,"NA",Regulating ES,Disease and pest
164,Weeds,0,"NA",Regulating ES,Disease and pest
164,Product quality,0,OUTPUT.ES,Povisioning ES,Production
164,Product stability,0,OUTPUT.ES,Povisioning ES,Production
164,Mechanisation,0,"NA",Povisioning ES,Production
164,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
164,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
164,Nutrient use,1,"NA",Povisioning ES,Production
164,Nutrient use effeciency,1,INPUT.ES,Povisioning ES,Production
164,Breeding and selection,0,"NA",Povisioning ES,Production
164,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
164,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
164,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
164,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
164,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
164,Soil structure,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
164,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
164,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
164,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
164,Soil erosion,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
164,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
164,Water quality,0,"NA",Regulating ES,Water
164,Water perculation,0,"NA",Regulating ES,Water
164,Water cyclings,0,"NA",Supporting ES,Water
164,Water availability,0,INPUT.ES,Regulating ES,Water
164,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
164,Economic profit related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
164,Economic management related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
164,Economic market related,1,"NA",Povisioning ES,Socio-cultural and economic
164,Landscape aesthetics,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
164,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Perception of adoptation,1,"NA",Cultural ES,Socio-cultural and economic
164,Policy information,1,"NA",Cultural ES,Socio-cultural and economic
164,Agronomic category,1,"NA","NA","NA"
164,Environmental category,1,"NA","NA","NA"
164,Economic category,1,"NA","NA","NA"
164,Socio-cultural category,1,"NA","NA","NA"
164,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
164,Feed,1,OUTPUT.ES,Povisioning ES,Production
164,Fibre,0,OUTPUT.ES,Povisioning ES,Production
164,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
164,Genetic resources,0,"NA",Povisioning ES,Production
164,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
164,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
164,Fresh water,0,"NA",Povisioning ES,Water
164,Air regulation,0,"NA",Regulating ES,Nat. process regulation
164,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
164,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
164,Water regulation,0,OUTPUT.ES,Regulating ES,Water
164,Nutrient leaching regulation,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
164,Erosion regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
164,Water purification,0,"NA",Regulating ES,Water
164,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
164,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
164,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
164,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
164,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
164,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
164,Primary production,1,"NA",Supporting ES,Production
164,Nutrient cycling,1,INPUT.ES,Supporting ES,Nat. process regulation
164,Water cycling,0,INPUT.ES,Supporting ES,Water
164,Cultural diversity,1,"NA",Cultural ES,Socio-cultural and economic
164,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Knowledge systems,1,"NA",Cultural ES,Socio-cultural and economic
164,Educational value,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
164,Aesthetic value,1,"NA",Cultural ES,Socio-cultural and economic
164,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
164,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
164,Cultural heritage value,1,"NA",Cultural ES,Socio-cultural and economic
164,Recreational and ecotourism,1,OUTPUT.ES,Cultural ES,Socio-cultural and economic
164,Provisioning ES,1,"NA","NA","NA"
164,Regulating ES,1,"NA","NA","NA"
164,Supporting ES,1,"NA","NA","NA"
164,Cultural ES,1,"NA","NA","NA"
164,Ecosystem Services,1,"NA","NA","NA"
165,Food,1,OUTPUT.ES,Povisioning ES,Production
165,Biomass,1,OUTPUT.ES,Povisioning ES,Production
165,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
165,Pests,0,"NA",Regulating ES,Disease and pest
165,Diseases,0,"NA",Regulating ES,Disease and pest
165,Weeds,0,"NA",Regulating ES,Disease and pest
165,Product quality,1,OUTPUT.ES,Povisioning ES,Production
165,Product stability,0,OUTPUT.ES,Povisioning ES,Production
165,Mechanisation,0,"NA",Povisioning ES,Production
165,Belowground (crop-tree) competition,1,"NA",Povisioning ES,Production
165,Aboveground (crop-tree) light competition,1,"NA",Povisioning ES,Production
165,Nutrient use,1,"NA",Povisioning ES,Production
165,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
165,Breeding and selection,1,"NA",Povisioning ES,Production
165,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
165,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
165,Carbon stock,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
165,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
165,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
165,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
165,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
165,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
165,Soil water,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
165,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
165,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
165,Water quality,0,"NA",Regulating ES,Water
165,Water perculation,0,"NA",Regulating ES,Water
165,Water cyclings,0,"NA",Supporting ES,Water
165,Water availability,0,INPUT.ES,Regulating ES,Water
165,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
165,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
165,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
165,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
165,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
165,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
165,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
165,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
165,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
165,Agronomic category,1,"NA","NA","NA"
165,Environmental category,1,"NA","NA","NA"
165,Economic category,0,"NA","NA","NA"
165,Socio-cultural category,0,"NA","NA","NA"
165,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
165,Feed,0,OUTPUT.ES,Povisioning ES,Production
165,Fibre,0,OUTPUT.ES,Povisioning ES,Production
165,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
165,Genetic resources,0,"NA",Povisioning ES,Production
165,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
165,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
165,Fresh water,0,"NA",Povisioning ES,Water
165,Air regulation,0,"NA",Regulating ES,Nat. process regulation
165,Climate regulation,1,OUTPUT.ES,Regulating ES,Nat. process regulation
165,Carbon sequestration,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
165,Water regulation,0,OUTPUT.ES,Regulating ES,Water
165,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
165,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
165,Water purification,0,"NA",Regulating ES,Water
165,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
165,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
165,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
165,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
165,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
165,Photosynthesis,1,"NA",Supporting ES,Nat. process regulation
165,Primary production,1,"NA",Supporting ES,Production
165,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
165,Water cycling,0,INPUT.ES,Supporting ES,Water
165,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
165,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
165,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
165,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
165,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
165,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
165,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
165,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
165,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
165,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
165,Provisioning ES,1,"NA","NA","NA"
165,Regulating ES,1,"NA","NA","NA"
165,Supporting ES,1,"NA","NA","NA"
165,Cultural ES,0,"NA","NA","NA"
165,Ecosystem Services,1,"NA","NA","NA"
166,Food,1,OUTPUT.ES,Povisioning ES,Production
166,Biomass,0,OUTPUT.ES,Povisioning ES,Production
166,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
166,Pests,1,"NA",Regulating ES,Disease and pest
166,Diseases,0,"NA",Regulating ES,Disease and pest
166,Weeds,1,"NA",Regulating ES,Disease and pest
166,Product quality,1,OUTPUT.ES,Povisioning ES,Production
166,Product stability,1,OUTPUT.ES,Povisioning ES,Production
166,Mechanisation,0,"NA",Povisioning ES,Production
166,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
166,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
166,Nutrient use,0,"NA",Povisioning ES,Production
166,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
166,Breeding and selection,0,"NA",Povisioning ES,Production
166,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
166,Biodiversity,1,INPUT.ES,Regulating ES,Biodiversity
166,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
166,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
166,Pollination,1,OUTPUT.ES,Regulating ES,Nat. process regulation
166,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
166,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
166,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
166,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
166,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
166,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
166,Water quality,0,"NA",Regulating ES,Water
166,Water perculation,0,"NA",Regulating ES,Water
166,Water cyclings,0,"NA",Supporting ES,Water
166,Water availability,0,INPUT.ES,Regulating ES,Water
166,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
166,Economic profit related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
166,Economic management related,1,INPUT.ES,Povisioning ES,Socio-cultural and economic
166,Economic market related,1,"NA",Povisioning ES,Socio-cultural and economic
166,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
166,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
166,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
166,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
166,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
166,Agronomic category,1,"NA","NA","NA"
166,Environmental category,1,"NA","NA","NA"
166,Economic category,1,"NA","NA","NA"
166,Socio-cultural category,0,"NA","NA","NA"
166,Food (yield),1,OUTPUT.ES,Povisioning ES,Production
166,Feed,0,OUTPUT.ES,Povisioning ES,Production
166,Fibre,0,OUTPUT.ES,Povisioning ES,Production
166,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
166,Genetic resources,0,"NA",Povisioning ES,Production
166,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
166,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
166,Fresh water,0,"NA",Povisioning ES,Water
166,Air regulation,0,"NA",Regulating ES,Nat. process regulation
166,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
166,Carbon sequestration,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
166,Water regulation,0,OUTPUT.ES,Regulating ES,Water
166,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
166,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
166,Water purification,0,"NA",Regulating ES,Water
166,Disease regulation,1,INPUT.ES,Regulating ES,Disease and pest
166,Pest regulation,1,INPUT.ES,Regulating ES,Disease and pest
166,Polination regulation,1,INPUT.ES,Regulating ES,Nat. process regulation
166,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
166,Soil formation,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
166,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
166,Primary production,0,"NA",Supporting ES,Production
166,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
166,Water cycling,0,INPUT.ES,Supporting ES,Water
166,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
166,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
166,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
166,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
166,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
166,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
166,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
166,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
166,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
166,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
166,Provisioning ES,1,"NA","NA","NA"
166,Regulating ES,1,"NA","NA","NA"
166,Supporting ES,0,"NA","NA","NA"
166,Cultural ES,0,"NA","NA","NA"
166,Ecosystem Services,1,"NA","NA","NA"
167,Food,0,OUTPUT.ES,Povisioning ES,Production
167,Biomass,1,OUTPUT.ES,Povisioning ES,Production
167,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
167,Pests,0,"NA",Regulating ES,Disease and pest
167,Diseases,0,"NA",Regulating ES,Disease and pest
167,Weeds,0,"NA",Regulating ES,Disease and pest
167,Product quality,0,OUTPUT.ES,Povisioning ES,Production
167,Product stability,0,OUTPUT.ES,Povisioning ES,Production
167,Mechanisation,0,"NA",Povisioning ES,Production
167,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
167,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
167,Nutrient use,0,"NA",Povisioning ES,Production
167,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
167,Breeding and selection,0,"NA",Povisioning ES,Production
167,Soil quality,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
167,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
167,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
167,Greenhouse gas emissions,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
167,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
167,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
167,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
167,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
167,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
167,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
167,Soil formations,1,"NA",Supporting ES,"Soil quality, carbon and nutrients"
167,Water quality,0,"NA",Regulating ES,Water
167,Water perculation,0,"NA",Regulating ES,Water
167,Water cyclings,0,"NA",Supporting ES,Water
167,Water availability,0,INPUT.ES,Regulating ES,Water
167,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
167,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
167,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
167,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
167,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
167,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
167,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
167,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
167,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
167,Agronomic category,1,"NA","NA","NA"
167,Environmental category,1,"NA","NA","NA"
167,Economic category,0,"NA","NA","NA"
167,Socio-cultural category,0,"NA","NA","NA"
167,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
167,Feed,1,OUTPUT.ES,Povisioning ES,Production
167,Fibre,0,OUTPUT.ES,Povisioning ES,Production
167,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
167,Genetic resources,0,"NA",Povisioning ES,Production
167,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
167,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
167,Fresh water,0,"NA",Povisioning ES,Water
167,Air regulation,0,"NA",Regulating ES,Nat. process regulation
167,Climate regulation,0,OUTPUT.ES,Regulating ES,Nat. process regulation
167,Carbon sequestration,1,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
167,Water regulation,0,OUTPUT.ES,Regulating ES,Water
167,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
167,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
167,Water purification,0,"NA",Regulating ES,Water
167,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
167,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
167,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
167,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
167,Soil formation,1,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
167,Photosynthesis,0,"NA",Supporting ES,Nat. process regulation
167,Primary production,1,"NA",Supporting ES,Production
167,Nutrient cycling,0,INPUT.ES,Supporting ES,Nat. process regulation
167,Water cycling,0,INPUT.ES,Supporting ES,Water
167,Cultural diversity,0,"NA",Cultural ES,Socio-cultural and economic
167,Spiritual value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
167,Knowledge systems,0,"NA",Cultural ES,Socio-cultural and economic
167,Educational value,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
167,Inspirational value,0,"NA",Cultural ES,Socio-cultural and economic
167,Aesthetic value,0,"NA",Cultural ES,Socio-cultural and economic
167,Social relations,0,"NA",Cultural ES,Socio-cultural and economic
167,Sense of place,0,"NA",Cultural ES,Socio-cultural and economic
167,Cultural heritage value,0,"NA",Cultural ES,Socio-cultural and economic
167,Recreational and ecotourism,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
167,Provisioning ES,1,"NA","NA","NA"
167,Regulating ES,1,"NA","NA","NA"
167,Supporting ES,1,"NA","NA","NA"
167,Cultural ES,0,"NA","NA","NA"
167,Ecosystem Services,1,"NA","NA","NA"
168,Food,0,OUTPUT.ES,Povisioning ES,Production
168,Biomass,0,OUTPUT.ES,Povisioning ES,Production
168,Land equivalent ratio,0,INPUT.ES,Povisioning ES,Production
168,Pests,0,"NA",Regulating ES,Disease and pest
168,Diseases,0,"NA",Regulating ES,Disease and pest
168,Weeds,0,"NA",Regulating ES,Disease and pest
168,Product quality,0,OUTPUT.ES,Povisioning ES,Production
168,Product stability,0,OUTPUT.ES,Povisioning ES,Production
168,Mechanisation,0,"NA",Povisioning ES,Production
168,Belowground (crop-tree) competition,0,"NA",Povisioning ES,Production
168,Aboveground (crop-tree) light competition,0,"NA",Povisioning ES,Production
168,Nutrient use,0,"NA",Povisioning ES,Production
168,Nutrient use effeciency,0,INPUT.ES,Povisioning ES,Production
168,Breeding and selection,0,"NA",Povisioning ES,Production
168,Soil quality,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
168,Biodiversity,0,INPUT.ES,Regulating ES,Biodiversity
168,Carbon stock,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
168,Greenhouse gas emissions,1,"NA",Regulating ES,"Soil quality, carbon and nutrients"
168,Pollination,0,OUTPUT.ES,Regulating ES,Nat. process regulation
168,Soil structure,0,INPUT.ES,Supporting ES,"Soil quality, carbon and nutrients"
168,Chemical soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
168,Biological soil components,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
168,Soil water,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
168,Soil erosion,0,"NA",Regulating ES,"Soil quality, carbon and nutrients"
168,Soil formations,0,"NA",Supporting ES,"Soil quality, carbon and nutrients"
168,Water quality,0,"NA",Regulating ES,Water
168,Water perculation,0,"NA",Regulating ES,Water
168,Water cyclings,0,"NA",Supporting ES,Water
168,Water availability,0,INPUT.ES,Regulating ES,Water
168,Hydraulic lift,0,INPUT.ES,Regulating ES,Water
168,Economic profit related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
168,Economic management related,0,INPUT.ES,Povisioning ES,Socio-cultural and economic
168,Economic market related,0,"NA",Povisioning ES,Socio-cultural and economic
168,Landscape aesthetics,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
168,Recreational and ecotourisms,0,OUTPUT.ES,"NA","NA"
168,Spiritual values,0,OUTPUT.ES,Cultural ES,Socio-cultural and economic
168,Perception of adoptation,0,"NA",Cultural ES,Socio-cultural and economic
168,Policy information,0,"NA",Cultural ES,Socio-cultural and economic
168,Agronomic category,0,"NA","NA","NA"
168,Environmental category,1,"NA","NA","NA"
168,Economic category,0,"NA","NA","NA"
168,Socio-cultural category,0,"NA","NA","NA"
168,Food (yield),0,OUTPUT.ES,Povisioning ES,Production
168,Feed,1,OUTPUT.ES,Povisioning ES,Production
168,Fibre,0,OUTPUT.ES,Povisioning ES,Production
168,Fuel (firewood etc.),0,OUTPUT.ES,"NA",Production
168,Genetic resources,0,"NA",Povisioning ES,Production
168,Biochemicals,0,OUTPUT.ES,Povisioning ES,Production
168,Ornamentals,0,OUTPUT.ES,Povisioning ES,Production
168,Fresh water,0,"NA",Povisioning ES,Water
168,Air regulation,1,"NA",Regulating ES,Nat. process regulation
168,Climate regulation,1,OUTPUT.ES,Regulating ES,Nat. process regulation
168,Carbon sequestration,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
168,Water regulation,0,OUTPUT.ES,Regulating ES,Water
168,Nutrient leaching regulation,0,OUTPUT.ES,Regulating ES,"Soil quality, carbon and nutrients"
168,Erosion regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
168,Water purification,0,"NA",Regulating ES,Water
168,Disease regulation,0,INPUT.ES,Regulating ES,Disease and pest
168,Pest regulation,0,INPUT.ES,Regulating ES,Disease and pest
168,Polination regulation,0,INPUT.ES,Regulating ES,Nat. process regulation
168,Natural hazards regulation,0,"NA",Regulating ES,Nat. process regulation
